1635,65
28317,6969
11021,424
25797727,685602
24943,227664
56812,24943
21142518,39329
246872,89682
2065,246872
663,7356
598,663
3324,2738
13103,18267
2069,4908
490,234
3063,921
1933,4214
3438,50873
416837,120
18507224,11520523
179349,3226
1482,179349
3620,1482
550,3620
1146,550
3163,1146
75074,3163
53234670,1544
646,715
3123705,219441576
162,1204505
53764,293188
71798,1044
3312377,82402
335886,2856
11137402,9425
140,88
874,140
235,874
165,235
217,165
1229,5211
3259,1229
2408,4381
2858938,706
71,37654
2385,694
74606,2385
1684,364
7638,191
242190,5659
67719,112501162
993313,30447
1441847,442007
696121,1441847
88281,696121
4708,26585
27,522
1960,27
40135,1960
8833,40135
621,8833
2225,1137
220,2225
171291,1891
4693,171291
1700,382
676,1700
13564,495
137356,4853
12733,6212
1118,239
1863,1118
1581,1863
929,1581
2517,1146
1748556,682832
25075,59346
1069,365
3432,474
943,396
796,763
571,796
394,571
474,394
128240,305000
65032,7126
70052,8797
11284,3028
84666,8785
4267,2729
28732,1927782
757,368
466,757
82907,9049
2564,8
4205,1405
139,4205
2173,139
2100,2173
2238,43771
32516101,1586
7287,65884
430100,7287
595,1966
384,734
625,170954
78418,5066
2493249,163809527
90887,2493249
260,719
81855,500
1046,52491
32134,42855
76398,422305
95,1030
35,93
2658,1368
1083639,770694
62206,109717
185,423
4531,3098
5361,46364
1228,93093
967,4518
44021,9517
2982,3600
689524,26666
56371,4245
5558,8748
6356,5558
64579,20900
12998,64579
1575,627
14712,8340
12140,784
10445,300
6580,10445
274,327
4464,1031
65900,2036
5274,3548
1331,795
383,1398
64488,985
12279,64488
7323,12279
2305,3055
2148,2305
13818,29158
750,2786
1299,750
852,1760
378,2938
5312,138519
71355,4008
6265,71355
792,768
2327,4455
20315,2327
39820,20315
240,39820
31,47
768631,60572
24998,236928
142254,24998
66414,57339
10474,6647
170053,239001
38002,61774
77444,38002
247,434
277,247
378,277
538,378
1603,538
878,1603
8449,109691021
3834313,5129
237,87
4521,1909
173047,813
316,1208
16549,4757
319,121
15573,13478
11647,4633
2515,64390
14143,304
4448,2052
55667,6212
97207,158180
1263,10
204,1263
265,204
486,1461
280,1369
598,280
1275,63632
3461130,1313181
654,93695
338,654
1321,4771598
10704,9207284
73262,24859
52876,1674749
20192,52876
1142,1300
3637,1142
10810,3637
7145,32884
4420,7145
38695,4420
2560,885
6770218,22427629
608373,1040838
3581,1719
281,1660
12229,62412
82545,47458
51414316,6264581
5708,2325256
1757,5708
78,279
677,78
645,677
6824,4078
549,6824
2263,549
16863,216934
2006,403
3168,9591
3067,4503
3779,2638
2528,975
17033,9247
74435,368853
8335,4009
53147,6437
6224,66827205
1259,6224
7808,16100
30368,7808
13168,30368
834217,11728
7944,3900
1946,201
227745,1946
9577,100222
1143,21094
6652,56867
515070,611
83626,8470
35801,32869129
3603,1387
1420,3603
7109,2162
3110,7109
68385,14595
223,62947
2689,223
1611,385
108,1611
1481,108
115,920
2057,3255
6707,2057
11547,6707
421,4488
302,421
3222,11308
2445,1645
13172,2445
8312,6514
243,8312
4213,2832
601284,4213
81440,589
1042,16329
684,40113
894,684
2138,894
5614,1362
273,1166
271,773
768,271
1179,3080
2406239,229
350,2406239
5516537,350
1043,8386
214,169
1878244,341532
161476,18487
173347,161476
2468,547
30061,4502
2228,4493
165704,8679
1200,87180
3224,2814
56301,3224
246,257
236,7692
327515,236
24349,327515
162966179,65987839
918,23360
866403,171049
1379,11882
2511,1379
146,2511
377,146
364,377
231,364
424,231
1626,424
3301,12102
1327,3301
17424,1327
8771,17424
28777,8771
15128,28777
31498,15128
25117,31498
67875,25117
8778,67875
40810,8778
5702,40810
65860,5702
105,938
14325,409
994,14325
47833,11092
45256,17819
1518921,11088
430,429
4628,1201
72709,8080
1257,25523
58150,2082
16760,58150
1386,16760
86647,6340
105,799
1110,251
4953,29530
5873666,1111824
14705461,5873666
49219,2403
2125,8080
9453,106247012
31023,9453
50637,2932
5535,50637
1206,5535
332,78
1375,594
538,468
1100,336
381,1100
624,3164
50727,744
8141,50727
203,5
1049,1375
3357,2731
10124,2856
438,10124
825,38
338475,12604
8916,333
457026,21767
17533,36559
416,273
9574,323
2319,1713
2394,235949
323,2354
19284136,10388474
2040543,31372649
6713,55268
75553,5665
80832,5602
1862,823
2721,1032
2834,78534
124212,1178632
2271,1338
4953,846
18492,9155
170,1039
3449,549
626,63
8455,164552875
675,1032
545,675
1609,215390875
15791405,1609
242,39328
859935,8366
274768,1709
202,274768
16953,33427
42835,10620
30017,42835
292,550
92,7979
8266,59560
63827,3416
43788,46603
50688,1850
2393,146
2836,188
4179,622
869,4179
176115,16648
1404,466
625,1404
4079,625
21,9154
28768725,4575
30565,15522
31557,51197
19,16
5603,19
84165,19720
2142,3828
14503,1987789
115,47951
108,1772
137,151
120,137
1217,47580
83250,51359795
1114489,83250
66790,12717
75901,638
9130,1236
7088,69443
17969,64683
4160,2329
66992,12742
13561,30532
70970,2097
66330,17841
372277,18515
15752,372277
854,2121
1504,344595
628,511
2041,345562
75985,2041
2548,873
283,2115
6638,283
215,54
257906,215
597,1145
244562,2922
15491,244562
69412,15491
158,312
2187,761
1875,530
228239,7885
172133,930
758,4384
4162,8312
57628,4162
1891,309
73776,28073
5533,4139
370,5533
5853,370
66383,7432
68351,2264
14389,62671
70188,342
3232,70188
489,2156
892,1872
96,1941
1768,302
738,431
682,91209
259534,6915
34507,50583
11962,1792
1902,3584
1556,1378
3541,197
334757,92066
84082,346
127,177
680,60720
11101570,680
1008,689
422,87
795,1006
654,795
572,2383
1039,1128
5212220,30025
39380,5212220
35073,733
6750,35073
34480,6750
917,929
424987,177
22969,29925
4926,479
5851,12369
65397585,5923
1433,924
307,14801
3905,2853
13542,63510
188778,47105
8697,753
30255,2971911
3095,30255
264611,106954
437660,264611
2799,20497
3094,2799
3719,7030
380,3025
300,1447
972,3554
808,3995
246174,89364
705,250
853,705
4443,853
32898,4443
204,5578
19886,52474
159,75
1922,578
693,1922
3285,693
27942,58175
4571,23190
89507,4571
197,19656
17046,15915
44994,3273
1293,44994
6275,82
14330,6275
1830,335
1173,1830
2215,1173
50883,3420
21267,50883
9617,21267
84,1902
8030,19560
634,6416
16244,1610
116,163
460,84
12729,8253
8513,6553
25238,92991
6144,13821
2031,5524
41285,33023
4121,30652
37529,3098
47948,42646
278567,4171
773,4824
53186,15049
1223,9260
258,184
508,258
218808,20509
415,295
207,330
22891,451
45176,27965
15342,45176
868,1958
82916,8257
260,384
506,370
6734,1259
119,1894
600,119
771,775
3966,77533
19442,191219
7061,19442
5474,28767
14721,130992
127,134
76,127
518,76
549,701
476,549
615,79051
183872,79338
3583,1327
54209,3357
1290,62331
310,48263
84055,310
91309,106995
30149,58069
339138,770
302335,339138
73665,986
1167,3873
355,256
1450,4821
47448,452922
1300484,76
568,402
388,568
5553194,463
1124,5553194
684,62722
20835,61954
10273,25275027
26324,10273
123026,25562
108,8737
44788,108
83743,1352164
622253,83743
2310,10845
4483,851
103603,94783
30282,103603
711,210
85,1311
193,85
952279,8078
630,320
7709,12702
5978,616
9224,5978
13694,284
5942,22940
265,197
180,32
10286,2680
1022,1658
457,1022
79860,429808
143086,104834152
7945,5866
232289,2580
8085,449575
50470,33232
2836,5239
60462,12415
1578,16518
58438,1578
33659,49564
4767,3371
3022,62380
1780,21877
6805,1780
48564,5099
68869,9151
1254,615
754,760
8389,2233
1865416,73890575
1064,40095
213334,30802
35589,494680
6707,1868
3195,2375
12588,1185
776,11440
79518,6670
1222,79518
109940,166585689
21756,10108
40571,21756
14322,40571
309,510
1592,309
7223,1592
561,1037
2342,282
6952,352
1037,6952
8229,8025
1916,1275
24,13
8,24
3335,1181
1162,3335
4964,1162
3645,4964
358778,60014
70874,12603
7666,70874
300,433
484,300
384,484
582,543
884,582
2029,164
1939920,45379
188602,64953
406,188602
49,406
744,7352
56610,744
42938211,2180987
35737,13412
33644,35737
437503,33644
7315,2619
2209,90620
81459,15400714
58031,48769
1649,58031
68460,9973
111066,821
89,111066
1991,89
40828,6181
67392,1519
16352,13697
343,2333
4370,3915
579,340
316,579
538,316
1455,538
794,36
232,100
2761,361
2572,2761
2395,52119
5100,1942
1015,470
87011,1015
21062,29820
170364,21062
7458,978
2412,537
288,2412
169,489
10798,36849
17187,250833
78312,20069
6964,78312
1717337,6964
15064,1717337
7304,1067
260,1013
3554,260
5972,3554
268178,105
2643,268178
241243,2643
256,1155
362,256
81706,362
4346,1054
1166,143
70485,7775
37,1064
5706,759
78022,189
1476,1258
2178,1476
4625,2253
723,505
535,723
172,7521
3998,172
42,3998
604313,42
30759,38492
445,66876
370743,53819
2100,370743
25121,1213
7156,34
31116,70996
1800,94
8355,124949
1061,100903
2498,1061
3633,2498
14421,199262
221253516,27110754
2081,201
2074,2081
78409,2074
600,2796
65576,24778
833,85322
65526,2559
68221,32850
435,2421
4387,1723
594,5953
25634,22173
21296,2820
163995,21296
655,293
181588,375
2304,10878
18530,4993
2152,385
4576,2152
377,4576
53577,417
681,58979
4010,1246
71324,29041
8857,444356
1294,8857
71384,1294
2535,2734
163097,2535
771340,27469883
6958,897
522,133
598,2738
2411901,84
1877,57387
29034,1877
167954,29034
4872,105
820,874
130277,2487
1033,349
4871,1880
1470,912
2356,1470
24606,49446
15707,1050
4030,15707
320,133
49331,320
20857447,7211416
25753041,20857447
8186,43587
530,8186
102,530
1333,4905
3478,148860
22248,3478
152257,22248
48832,2932341
116998,48832
12022,116998
3347,8508
1873,3347
599,195
3151,1473
2978,5164
27319,21168
36809,514762
349,5207
278,2152
469,1360
73728,41245
13632,73728
9588,13632
474,9588
430,474
213,276
371,213
153151,5502
29594,77849
539,51
67,539
114,67
7,317
2913,3222
9021,853
204,1968
158,204
4550,562861
9687,31657
5952,1521
858,5649
65630,5952
2197,65630
2481,2197
368,479
7342845,17
5612,12752
38765,5612
131029,40832
31196,131029
40619,31196
1657,40619
31123,2972
9579,31123
60963,10713
54779741,1421
128,2664
121,2858
369,121
308,369
2332,46518
491951,10659
3834002,347270
527,1698
254,1089
3065,254
56241,5287
15044,56241
7756,15044
313217,59452
17951,49523
68403,17951
633,1265
1565,629
571,15567
10039,14890
5347,53803
766,1382
1625,2290
633,713
97,89
1215,97
54,25
182,54
511760,182
6065,2798
3015,2163
5289,3015
2472,5289
813,7313
3617,911
3876,34090
66,3467
3705,1593
6252,171
39319,9275464
73,497
394,73
1464,12589
1216,1464
807,1216
309,807
180,309
1092,268
144,1092
303,280
688,303
242,688
189,242
593,189
1183,223546
787,1183
10817,787
86368,31093365
490076,23915
188657,490076
1435,1023
166033,114220
236,137312
53083,236
32602545,1402
1345,3155
1510,1345
536,399
6303,3347
260,3772
31910,28159
496,31910
621,496
389,621
22993,48493
196658,3516
41711,3897
47235,2621
173,272
148640,70825
259926,12889
1240,259926
354067,7065687
5930,7591491
1876,5930
191,1982
1349,1511
734,1349
16345,28368
695,99
771,695
45402,771
1127,350
3761,1127
1226,3761
61654,918
1500,6551
1752,17190
23345,2567
42234,23345
21958,42234
70499,21958
36266,70499
50433,36266
696,3539
9951,48612
6348,2269
7982,56649
372,980
80,648
118,80
4461,118
62443,2588
1664,29
21500,1193
1222,624
221,57
212,857
141,212
1033,982
3237,1033
16023,5580
4033,16023
925,4033
2287,4991
8119,669
85150,8119
1501,85150
77680,1501
2415,760
36355,3825
1650,159
7320,70141
1446,5421
6016,1446
335,846
73954,7769
199,819
28386,5061
3999,1499
11836,23171
93190,258976
401,103
344,401
511,344
175892,658
200867,976
48171,200867
91754,48171
2502,762
48200,19177
54429,48200
556,71
238,556
1317,238
1908,1317
29383,74240
188,215
85809,34753943
3971,85809
33425,396
1757,591
3174,1757
3785,6304
52631,2397
11596,752214
186860,11596
346,297
7841,10910
20221,59773
40369,5506
95,2181869
1047,381
312,5115
3959,6180
38821,3959
35913,23033
73339,182057
3726,450717
43041,15235
25831,5160
6804,2692
13442,6804
4890,1593
55854,4890
57914,4319
203,80299
168,243
50,2324
4027,2666
1064,4027
245,302
702,457
392,702
1167,392
471,388
44659,37117
20402,24283
430,838
737,430
611,333
505,1021
79,613
320,79
533,149
290,533
162,189
391,162
2331,391
705,164
943,4451
2131,455
294633,59925
2591,276
1091,2591
576,1091
581,576
3836,581
115,3836
9968,115
76,86
353,6545
63554,5740
72847,1281
580,1583
731,580
230,119
262,230
135,262
96,1900
127668,8531
79622,127668
239753,605
3403,108
5387,3403
1205,1437
6678,1205
128,41998
184,128
81,184
158,81
170,158
215,1456
171,215
644,9680
897,644
4275,3517
251,468
246,251
192,246
2768,259
392,46
133,392
136,133
350,136
1043,1192
1469,1043
86574,1469
18364,2277
460185,366062
22553,2025
3186,512
1238,730
824,1238
29266,4373
362,6828
469,3305
978,4814
1339,978
1565,1339
26496,1565
46419,26496
24600,7463
27822,24600
52,711
889,1174
68783,3588
2587,4724
1539,31237
37330,1539
5862,1978
73468,5862
251342,73468
2668,775
5274,6066
172,378
10078,172
315673,5053
389,71086
1054,389
801,1675
179,801
465,207
952,589
1499,976
917,1499
1985,917
7460,5897
510,1881
1449,510
4534,1449
8124,4599
36887651,14429706
56906,10693
774059,173047
1052,986
1158,1052
12001,7340
76756,3589
95021,89241
349427,589
484,2271
273,484
895,372
2189,1556
1133,2189
3403,1133
1289,3403
24397,1289
18247,90938
1814,18247
5,25
41929,51912
272,3076
156,272
387,156
819,387
14805,819
4899,32721
126467,9117336
3352,145667
11554,3352
80604,11554
424,1377
106331,50576
42911,106331
42532,42911
308265,42532
3063079,308265
70652,77464
3543,15149
2842,18055
93,43
1786432,66784
215,217
3616,9430
5609,128
63519,403
472593,63519
3091,78212986
13500,39783
156,13500
959,156
54,317
519,6889
6534,519
712,6534
35302,55689
1045,104620
801,335
461,5707
17702,218569
346088,89534
19172,468
538,6629
13725,11471
21679,13725
45243,191987
600133,22519
1456,15732
40410,271
8415,40410
172880,8415
860,98
414439,169593
26490,37136
58176697,41120692
2009,17727
53021,5902
15450,53021
1429,15450
1065,1429
375,1065
874,375
560,500
16248871,1440
32294,20923
136,118
684,136
1015,436
2495,4665
4077,6643
296,4077
562,296
2611,562
1456,913
555,1456
8182,4873
165,162
268,165
227,268
32232,27664
9287,4251
70517,9287
1206,247
90,222
143,18345
3884,143
1859,3884
176672,353454
20362,87837
219783,11243
1150,219783
4207,315
289,745
823,289
134,823
2240,731
1980,2240
209,2336
229,1336
47176,1066
7883015,64600
35,176
22403,46064
9886,22403
309,442
12852,18489
5021,5289
1004,561
6485,1004
6257,41993
288,208
231,288
517133,57
5729,10202
639,1607
517959,9789
5294,114666998
29843,12005
14160,29843
9459,7584
770,217
875,770
411,875
2232,2080
20131,1378
5770,74586
2737,265
607,2737
764,999
814,9701
2044,814
52816,2044
14881,52816
69620,62
9628,69620
167549,9628
113855,8783
132,27
6529,132
5249,6529
587,2176
1273,2469
24971,1273
30357,24971
150675,46838
68208,42862
2902,988
962,2902
559784,653757
266338,1837
2826,2777
376,359
2167,376
646,581
788,646
481,788
169681,385671
1687976,154743
37305,1687976
403,179
4607,3659
54010,4607
5197,1405
9071,44
54831,4176
6390,54831
845,1769
164100,5218
1263,675
75405,1263
161,2143
2570,1936
5546,981
142075,22672
546,142075
1391,546
4676,14159
755,4676
757,384
1733,757
517,171371
29115,49407
2946,106
274,2946
654,274
251,654
184,251
448,184
170,448
2914,949
71156,2914
615,1107
82988,16926
466,1629
374,466
480,374
780,480
968,344
37,3032326
27109,14213
1136,7363
58,114
8218,2237
1502,42952
2531,1502
520,2531
1603,520
3518428,9502890
160,417
83536,3841
44,1419
1280660,198
25,152
92,25
235,92
6807,202482
7271,59433
189,208567823
334375,17161
222928,212052
60232,29433
15792,708
37467036,61560
10583,37467036
26662,38965
208,659
3345,1765
510,3345
413,510
8776,73455
15951,6036
5183,15951
1399,485
47091,19611
8171,74017
29098,115154
2948,58608
8,1246
48,8
361,7741
37735,658
1071664,13743
21387,60857
182,55
628,368
62625,278942
77617,6602
77406,1095
77645,154143720
1004338,34207
151,945
2858,151
58,634
135,58
19323,1709
510681,67535
493,510681
176503,4986
71111,176503
1874,79863
16492,1874
1319,471
2106,1319
1065,2106
502,1065
246321,502
2938980,1022382
1858,242
6069,405099
169205,6069
200916,169205
347,966
831,816
95,831
29,362
428,823
582,428
845,3124
936,816
37949,8710
646,585
2228,646
57674,47184
264,325
406,264
6348,709
63377,6348
2191,1060
218714,2191
694,58432
1287,694
741,1287
4758,347
651,4081
226,330
815,2082
976,807
578,163
304,578
5279,1618
868,3801
62397,9163
1680,62397
4626,10643
933,4399
23453,624
11408,7061
653,3720
6880,1448
31581,6880
33067,44455
39522,2760
923,1351
81,136
168,10
884,1172
81378,3691
150,395
136,150
652,93
528,1504
4,131
154,227
652196,474911
7392,8961
215,2010
739,2091
1149,739
3051,401
2406,344225
39699,2406
35790,39699
3444,2340
2897,3444
1118976,2761
388,692
81736,950452
66,718
413,1359
5,413
3707,5009
19721,4703
1593,3474452
2100,2278
1016,74
280,1016
640,280
232895,2245
25921,232895
87,492
944,87
508,944
294,508
1143,294
24780,1143
297973,24780
52799,1096
631,224
924,177
12594,57160
74258,12594
38902,74258
49467,38902
6420,49467
231230,4490
9516,169
1129,9516
7927,1071
252381,3671
5861,252381
90612,5861
2121,360
376,2121
45425,65399
2977,331
1271,2977
1157,1271
13278,748
675,3037
482,675
2922,1152
156,2922
867,730
406,1406
1015,4177
8664,6851
24,57
316,1008
1759,184
23889,38373
60428,1730
21,231
291,21
232,291
62,232
350,62
1049,263
404,1177
405,404
88,405
63972,235
1777,489
27115,66861
1009,12517
8480,1009
2660,30021
8748,17029247
482,99
8379,28430
667868,2157
1108,210
2151,1108
70949,583272
28219,43304
939,993
70210,939
2955,56079
463,2955
3241,144094123
18100,317321
1435,399
10146,19117
86845,72563
252345,337
9692,252345
2433,2547
12769,1045
37646,12769
2351,2540
5625,339398
3883,862
689317,3712
105621,170204
250108,27329
3374,426
78,19891
2712,4497
167,3819
80,138
2074,4429
235,5191
13663,46901
65987,5836
647,2138
79310,90304
865801,2038414
141649,12089244
2384,222
383,232
648,86
52125,648
5283,232
482,235
3953,134367
3547124,3953
60461,29812
26469,60461
9814,4341
177,9814
688,177
34,69
14571,8448
115,163475
347,115
162,347
449,162
61592,240
415998,23190
638,349
3263,638
654,174
870,1646
6088,922
1181,1090
3873,35140
408724,3873
1492,2379
1173,1492
120,1173
964,120
33846,17799259
77045975,32036267
4484,616
48865,4484
24293,48865
64812,21424
420302,124550
1797,420302
159827,1797
2612344,437
24380,63077
2965,9844
180,2965
1568,180
16310,10170
1810,936
264,1810
8535,2198
7971,224
1571,113
32707,848
1755,573
476,2309
1374,241
24393,49355982
136824,93126
13551,4605
138,1678
1920,48467
2143907,1920
45311,39586
5687,89551
87199,5687
45560,23413
92419,39897
44889,966
32337,23651
215,1305
480,215
1435,1235
21653,221153
797,80417
1947,797
1579,2389
1494,1579
1883,505
103,1883
8967,1893
684,8967
26,9278
71870,1172
511,567
1737,511
5513,771
73940,5513
169652,15829
1063,471
2068,2546
5735,2068
164010,16412
412981,3859
274207,43881
10969,1164
9037,59837
3769113,28406
2608,3769113
593,2608
29607,230105
3057,1302480
175,98
3810,2479
239285,575945
14763,239285
249039,7953
16033,249039
2214,206
417,2620
2251331,3010
2756,879
4904,2579
14425,96535427
28799,56952
70513,28799
14651,70513
15680,14651
1235,15680
39839,1235
61142,7398
69160,184904
25743,313574
84208,487748
91452,84208
1928,91452
38650,1305
22328,38650
20384,60154
