year,month,count,next_ninetyth_percentile_reaction_time_days,next_tenth_percentile_reaction_time_minutes,prev_ninetyth_percentile_reaction_time_days,prev_tenth_percentile_reaction_time_minutes
2017,6,1515,0.978854166666667,2.81666666666667,1.11957175925926,3.43333333333333
2017,7,1447,0.823310185185185,2.98333333333333,0.95380787037037,3.88333333333333
2017,8,1190,1.12790509259259,2.83333333333333,1.13185185185185,3.53333333333333
2017,9,1260,0.997928240740741,3.03333333333333,1.0216087962963,3.83333333333333
2017,10,1249,0.998541666666667,3.15,1.32434027777778,4.11666666666667
2017,11,1346,1.14142361111111,3.53333333333333,1.51561342592593,4.01666666666667
2017,12,1026,1.1812962962963,3.3,1.77443287037037,4.05
2018,1,1211,1.02827546296296,4.28333333333333,1.71195601851852,4.21666666666667
2018,2,1107,1.05143518518519,3.18333333333333,1.27203703703704,4.43333333333333
2018,3,1407,1.13458333333333,4.01666666666667,1.71127314814815,4.33333333333333
2018,4,1402,1.19944444444444,3.36666666666667,1.46030092592593,3.96666666666667
2018,5,1335,1.03138888888889,3.55,1.33111111111111,4.21666666666667
2018,6,1262,1.58436342592593,3.78333333333333,1.71247685185185,4.73333333333333
2018,7,1183,1.2753587962963,3.86666666666667,1.40362268518519,4.55
2018,8,1215,1.190625,2.96666666666667,1.53246527777778,3.91666666666667
2018,9,1144,1.04361111111111,3.21666666666667,1.59358796296296,4.11666666666667
2018,10,1248,0.894467592592593,2.65,0.943391203703704,3.05
2018,11,1321,1.06524305555556,3.25,1.07984953703704,3.78333333333333
2018,12,1004,1.03739583333333,3.88333333333333,1.29868055555556,4.35
2019,1,1414,0.942488425925926,4.21666666666667,1.02043981481481,4.3
2019,2,1410,1.01982638888889,3.48333333333333,1.05383101851852,3.8
2019,3,1276,1.06486111111111,3.5,1.06486111111111,4.88333333333333
2019,4,1301,1.01415509259259,4.1,0.950462962962963,4.36666666666667
2019,5,1262,1.05863425925926,3.95,0.987662037037037,4.3
2019,6,1110,1.13778935185185,3.9,1.38821759259259,5.26666666666667
2019,7,1396,0.966689814814815,3.56666666666667,1.08372685185185,3.71666666666667
2019,8,1180,1.13748842592593,4.05,1.04668981481481,5.21666666666667
2019,9,1172,1.14741898148148,4.7,1.0765162037037,4.68333333333333
2019,10,1270,1.09688657407407,4.11666666666667,1.20922453703704,4.35
2019,11,1239,1.39016203703704,4.75,1.06012731481481,5.31666666666667
2019,12,1204,1.03680555555556,3.78333333333333,1.05283564814815,4.76666666666667
2020,1,1255,1.40288194444444,3.81666666666667,1.31270833333333,5.18333333333333
2020,2,1358,1.07329861111111,3.7,1.15659722222222,4.21666666666667
2020,3,1225,1.10827546296296,4.06666666666667,1.47546296296296,5.48333333333333
2020,4,1197,1.09582175925926,3.81666666666667,1.0031712962963,4.45
2020,5,1332,0.821111111111111,3.21666666666667,0.989224537037037,4.15
